First,Second,Third
"[('helps', 'VBZ'), ('get', 'VB'), ('legit', 'JJ'), ('information', 'NN'), ('google', 'NN'), ('thus', 'RB'), ('advance', 'JJ'), ('lessons', 'NNS'), ('actual', 'JJ'), ('class', 'NN')]","[('find', 'VB'), ('canvas', 'JJ'), ('hard', 'JJ'), ('use', 'NN'), ('comes', 'VBZ'), ('loging', 'VBG')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'JJ'), ('auto', 'NN'), ('save', 'VBP'), ('canvas', 'NN'), ('accounts', 'NNS'), ('know', 'VBP'), ('resolve', 'VBP'), ('easily', 'RB'), ('access', 'NN'), ('people', 'NNS'), ('outside', 'IN'), ('campus', 'NN')]"
"[('absent', 'NN'), ('answer', 'NN'), ('homeworks', 'NNS'), ('using', 'VBG'), ('canvas', 'NN')]","[('understand', 'NN'), ('lesson', 'NN'), ('better', 'RBR'), ('canvas', 'NN'), ('thanlistening', 'VBG'), ('professor', 'NN')]","[('make', 'VB'), ('clear', 'JJ'), ('lesson', 'NN'), ('canvas', 'NN')]"
"[('accommodating', 'VBG')]","[('slow', 'JJ'), ('somes', 'NNS'), ('internet', 'NN')]","[('make', 'VB'), ('computers', 'NNS'), ('university', 'NN')]"
"[('easy', 'JJ'), ('past', 'JJ'), ('assignment', 'NN')]","[('laging', 'VBG'), ('kulang', 'NN'), ('yung', 'NN'), ('time', 'NN'), ('na', 'JJ'), ('binibigy', 'NN'), ('para', 'NN'), ('makapag', 'NN'), ('sagot', 'VBD'), ('ang', 'JJ'), ('student', 'NN'), ('babasa', 'NN'), ('ka', 'VB'), ('palang', 'JJ'), ('time', 'NN'), ('na', 'TO'), ('parang', 'VB'), ('1', 'CD'), ('20', 'CD'), ('20', 'CD'), ('minutes', 'NNS'), ('10', 'CD'), ('minutes', 'NNS'), ('lang', 'JJ'), ('time', 'NN')]","[('longer', 'JJR'), ('time', 'NN'), ('know', 'VB'), ('find', 'VB'), ('answer', 'JJ'), ('understand', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('canvas', 'NN')]"
"[('easy', 'JJ'), ('task', 'NN')]","[('quizes', 'NNS')]","[('organize', 'VB')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('use', 'NN'), ('learn', 'NN')]","[('learn', 'NN')]","[('nothing', 'NN')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('iwant', 'NN'), ('learn', 'NN')]","[('nothing', 'NN')]"
"[('quizzes', 'NNS')]","[('forum', 'NN')]","[('remove', 'VB'), ('canvas', 'NN'), ('please', 'NN')]"
"[('easily', 'RB'), ('access', 'NN'), ('modules', 'NNS')]","[('read', 'NN'), ('advance', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('quizzes', 'NNS')]","[('brief', 'NN'), ('summary', 'JJ'), ('modules', 'NNS'), ('long', 'RB'), ('please', 'VBP'), ('need', 'MD'), ('reviewer', 'VB')]"
"[('convenient', 'NN')]","[('loads', 'NNS'), ('slow', 'VB')]","[('improve', 'VB')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('quizzes', 'NNS')]","[('attaching', 'VBG'), ('files', 'NNS')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('see', 'VB'), ('schedule', 'NN')]","[('code', 'NN'), ('activities', 'NNS')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('neutral', 'JJ')]","[('nothing', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('lesson', 'NN'), ('almost', 'RB')]","[('open', 'JJ'), ('canvas', 'NN'), ('easily', 'RB')]","[('hoping', 'VBG'), ('open', 'JJ'), ('canvas', 'NN'), ('app', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('online', 'NN')]","[('nothing', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('good', 'JJ')]","[('lack', 'NN'), ('announcements', 'NNS')]","[('delete', 'JJ'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('like', 'IN'), ('easily', 'RB'), ('access', 'NN'), ('home', 'NN')]","[('modules', 'NNS')]","[('nothing', 'NN'), ('suggest', 'JJS'), ('almost', 'RB'), ('perfect', 'JJ'), ('easy', 'JJ'), ('thansk', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('quiz', 'NN')]","[('performance', 'NN'), ('task', 'NN')]","[('nothing', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN'), ('lessons', 'NNS')]","[('submission', 'NN'), ('area', 'NN'), ('sometimes', 'RB')]","[('access', 'NN'), ('better', 'RBR')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('really', 'RB'), ('helpful', 'JJ')]","[('needs', 'NNS'), ('wifi', 'VBP'), ('internet', 'NN'), ('connection', 'NN')]","[('offline', 'JJ'), ('canvas', 'NN'), ('wherein', 'NN'), ('access', 'NN'), ('without', 'IN'), ('wifi', 'JJ'), ('internet', 'NN'), ('specified', 'VBN'), ('data', 'NNS'), ('ganern', 'NN')]"
"[('open', 'JJ'), ('anywhere', 'RB')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('give', 'JJ'), ('time', 'NN'), ('answer', 'NN'), ('activity', 'NN')]","[('neutral', 'JJ')]","[('fast', 'JJ'), ('connection', 'NN'), ('wifi', 'NN'), ('services', 'NNS')]"
"[('accessible', 'JJ')]","[('nothing', 'NN')]","[('would', 'MD'), ('like', 'VB'), ('see', 'VB'), ('organized', 'VBN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('give', 'JJ'), ('time', 'NN'), ('finish', 'JJ'), ('activity', 'NN')]","[('neutral', 'JJ')]","[('fast', 'JJ'), ('connection', 'NN'), ('wifi', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('notification', 'NN'), ('messages', 'NNS'), ('activities', 'NNS'), ('needed', 'VBD')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('sometimes', 'RB'), ('lag', 'JJ'), ('internet', 'NN')]","[('face', 'NN'), ('face', 'NN'), ('teaching', 'VBG'), ('us', 'PRP'), ('powerpoint', 'JJ'), ('presentation', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('online', 'NN'), ('quizzes', 'NNS'), ('mobile', 'VBP')]","[('online', 'NN'), ('finals', 'NNS')]","[('alarm', 'NN'), ('system', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('organized', 'VBN')]","[('sometimes', 'RB'), ('activities', 'NNS'), ('notify', 'VBP')]","[('improve', 'VB'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('like', 'IN'), ('suggest', 'JJS'), ('professor', 'NN'), ('discuss', 'NN'), ('lessons', 'NNS'), ('instead', 'RB'), ('giving', 'VBG'), ('trivia', 'RP'), ('jumping', 'VBG'), ('one', 'CD'), ('topic', 'NN'), ('another', 'DT'), ('professor', 'NN'), ('mentioned', 'VBD'), ('answer', 'JJR'), ('assignment', 'JJ'), ('canvas', 'NN'), ('quizzes', 'VBZ'), ('prelim', 'JJ'), ('midterm', 'NNS'), ('sudden', 'JJ'), ('told', 'VBD'), ('us', 'PRP'), ('answer', 'VB'), ('quizzes', 'JJ'), ('activities', 'NNS'), ('canvas', 'NN'), ('announced', 'VBD'), ('thru', 'JJ'), ('text', 'NN'), ('everyone', 'NN'), ('received', 'VBN'), ('information', 'NN')]"
"[('like', 'IN'), ('canvas', 'NN'), ('enough', 'JJ'), ('time', 'NN'), ('study', 'NN'), ('taking', 'VBG'), ('activities', 'NNS'), ('givin', 'VBP'), ('us', 'PRP')]","[('neutral', 'JJ')]","[('would', 'MD'), ('like', 'VB'), ('suggest', 'JJS'), ('every', 'DT'), ('quiz', 'NN'), ('2', 'CD'), ('3', 'CD'), ('attempt', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('access', 'NN'), ('everywhere', 'RB')]","[('internet', 'NN'), ('access', 'NN')]","[('extend', 'JJ'), ('deadline', 'NN'), ('assessment', 'NN'), ('materials', 'NNS')]"
"[('easy', 'JJ'), ('answer', 'JJR'), ('quiz', 'NN'), ('activity', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('bring', 'NN'), ('homework', 'NN'), ('anywhere', 'RB')]","[('can', 'MD'), ('not', 'RB'), ('view', 'VB'), ('last', 'JJ'), ('quizzes', 'NNS'), ('review', 'VBP')]","[('able', 'JJ'), ('access', 'NN'), ('quiz', 'NN'), ('answers', 'NNS'), ('limited', 'VBD'), ('time', 'NN'), ('able', 'JJ'), ('review', 'NN')]"
"[('accessibility', 'NN'), ('even', 'RB'), ('outside', 'IN'), ('campus', 'NN')]","[('announcements', 'NNS'), ('profs', 'VBP'), ('utilize', 'VB')]","[('free', 'JJ'), ('data', 'NNS'), ('access', 'NN'), ('students', 'NNS'), ('access', 'NN'), ('even', 'RB'), ('without', 'IN'), ('data', 'NNS'), ('subscription', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('last', 'JJ'), ('time', 'NN'), ('quiz', 'JJ'), ('midterm', 'NNS'), ('supposed', 'VBN'), ('finals', 'NNS'), ('hopefully', 'RB'), ('wont', 'VBP'), ('repeated', 'VBN')]"
"[('accessible', 'JJ'), ('convenient', 'NN'), ('nice', 'NN')]","[('wifi', 'NN'), ('problems', 'NNS'), ('allotted', 'VBD'), ('time', 'NN'), ('quizzes', 'NNS')]","[('coukd', 'JJ'), ('please', 'NN'), ('give', 'JJ'), ('students', 'NNS'), ('enough', 'JJ'), ('time', 'NN'), ('answer', 'VB'), ('canvas', 'NN'), ('patient', 'NN')]"
"[('features', 'NNS')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('notify', 'NN'), ('everytime', 'NN')]","[('sometimes', 'RB'), ('page', 'NN'), ('available', 'JJ')]","[('jru', 'NN'), ('already', 'RB'), ('crowded', 'VBN'), ('internet', 'NN'), ('connection', 'NN'), ('poor', 'JJ'), ('may', 'MD'), ('able', 'JJ'), ('sign', 'NN'), ('canvas', 'NN'), ('used', 'VBN'), ('jru', 'NN'), ('wifi', 'NN'), ('would', 'MD'), ('like', 'VB'), ('suggest', 'JJS'), ('please', 'NN'), ('add', 'VB'), ('make', 'JJ'), ('action', 'NN'), ('regarding', 'VBG'), ('problem', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convenient', 'NN')]","[('mobile', 'JJ'), ('app', 'NN'), ('updated', 'VBD')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('use', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('quizzes', 'NNS'), ('canvas', 'VBP'), ('face', 'NN'), ('face', 'NN')]","[('quiz', 'NN'), ('exam', 'NN'), ('canvas', 'NN')]"
"[('list', 'NN')]","[('grades', 'NNS'), ('list', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accesibility', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('like', 'IN'), ('calendar', 'NN'), ('projects', 'NNS'), ('upcoming', 'VBG'), ('task', 'NN'), ('due', 'JJ'), ('dates', 'NNS')]","[('task', 'NN'), ('due', 'JJ'), ('listed', 'VBN'), ('calendar', 'NN')]","[('suggest', 'NN'), ('task', 'NN'), ('due', 'JJ'), ('dates', 'NNS'), ('uploaded', 'VBD'), ('calendar', 'NN'), ('automatically', 'RB'), ('helps', 'VBZ'), ('track', 'VB'), ('need', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('convinient', 'NN')]","[('none', 'NN')]","[('upgrade', 'JJ'), ('jru', 'NN'), ('internet', 'NN'), ('connection', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('history', 'NN')]","[('none', 'NN')]","[('jru', 'NN'), ('wifi', 'NN'), ('po', 'NN'), ('kasi', 'FW'), ('super', 'JJ'), ('hina', 'NN'), ('niya', 'NN'), ('po', 'NN'), ('heehhehe', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('answer', 'JJR'), ('need', 'NN'), ('home', 'NN')]","[('easy', 'JJ'), ('access', 'NN')]","[('time', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('availability', 'NN')]","[('accessibility', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('time', 'NN'), ('date', 'NN'), ('gave', 'VBD'), ('us', 'PRP'), ('need', 'VBP'), ('pass', 'JJ'), ('assignment', 'NN'), ('activity', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('modules', 'NNS'), ('well', 'RB'), ('organized', 'VBN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('access', 'NN'), ('canvas', 'NN'), ('account', 'NN'), ('time', 'NN'), ('long', 'JJ'), ('internet', 'NN'), ('connection', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easily', 'RB'), ('read', 'VB'), ('module', 'NN')]","[('easy', 'JJ'), ('access', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('given', 'VBN'), ('us', 'PRP'), ('time', 'NN'), ('pass', 'NN'), ('activities', 'NNS'), ('always', 'RB'), ('give', 'VBP'), ('us', 'PRP'), ('notification', 'NN'), ('subject', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('canvas', 'NN'), ('made', 'VBD'), ('things', 'NNS'), ('easier', 'JJR'), ('us', 'PRP'), ('students', 'NNS')]","[('nothing', 'NN'), ('much', 'JJ')]","[('nothing', 'NN')]"
"[('less', 'RBR'), ('school', 'NN'), ('days', 'NNS')]","[('many', 'JJ'), ('tasks', 'NNS'), ('activities', 'NNS')]","[('lessen', 'NN'), ('activities', 'NNS')]"
"[('modules', 'NNS')]","[('modules', 'NNS')]","[('fast', 'RB'), ('accessing', 'VBG')]"
"[('calendar', 'NN')]","[('calendar', 'NN')]","[('face', 'NN'), ('face', 'NN')]"
"[('nothing', 'NN')]","[('everything', 'NN')]","[('disposal', 'NN'), ('canvas', 'NN')]"
"[('accessible', 'JJ'), ('anywhere', 'RB')]","[('difficult', 'JJ'), ('navigation', 'NN')]","[('neutral', 'JJ')]"
"[('na', 'NNS')]","[('na', 'NNS')]","[('na', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('sometimes', 'RB'), ('notification', 'NN')]","[('use', 'NN'), ('canvast', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('access', 'NN'), ('modules', 'NNS')]","[('long', 'JJ'), ('notes', 'NNS')]","[('straight', 'JJ'), ('point', 'NN'), ('notes', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('none', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('none', 'NN')]","[('none', 'NN')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('lessons', 'NNS'), ('posted', 'VBD')]","[('deadline', 'NN')]","[('lessen', 'JJ'), ('work', 'NN'), ('canvas', 'NN')]"
"[('accesibility', 'NN')]","[('ask', 'JJ'), ('questions', 'NNS'), ('expect', 'VBP'), ('answer', 'JJR'), ('right', 'JJ'), ('away', 'RB')]","[('focus', 'NN'), ('face', 'NN'), ('face', 'NN'), ('rather', 'RB'), ('focusing', 'VBG'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('notification', 'NN')]","[('use', 'NN'), ('canvas', 'NN')]"
"[('length', 'NN'), ('time', 'NN'), ('given', 'VBN'), ('submitting', 'VBG'), ('paper', 'NN'), ('works', 'NNS')]","[('like', 'IN'), ('learning', 'VBG'), ('online', 'NN')]","[('remove', 'VB'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('nothinggggggggggggg', 'NN')]","[('canvassssssssssss', 'NN')]","[('nothinggggggggggg', 'NN')]"
"[('friendly', 'RB')]","[('friendly', 'RB')]","[('notification', 'NN')]"
"[('calendar', 'NN'), ('shows', 'NNS'), ('need', 'VBP'), ('prioritize', 'VBP'), ('first', 'JJ')]","[('somehow', 'NN'), ('makes', 'VBZ'), ('interested', 'JJ'), ('lessons', 'NNS'), ('written', 'VBN'), ('modules', 'NNS'), ('since', 'IN'), ('long', 'RB'), ('read', 'VB'), ('hard', 'JJ'), ('understand', 'NN')]","[('canvas', 'NN'), ('given', 'VBN'), ('weekdays', 'JJ'), ('students', 'NNS'), ('time', 'NN'), ('rest', 'NN'), ('weekends', 'NNS')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('modules', 'NNS'), ('materials', 'NNS'), ('used', 'VBD')]","[('neutral', 'JJ')]"
"[('list', 'NN'), ('easily', 'RB'), ('seen', 'VBN')]","[('modules', 'NNS'), ('sometimes', 'RB'), ('long', 'RB'), ('cant', 'JJ'), ('even', 'RB'), ('understand', 'VBP')]","[('make', 'VB'), ('short', 'JJ'), ('presentation', 'NN'), ('important', 'JJ'), ('points', 'NNS'), ('subject', 'JJ'), ('matter', 'NN')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('many', 'JJ'), ('requirments', 'NNS'), ('pass', 'VBP')]","[('good', 'JJ'), ('lessen', 'NN'), ('activities', 'NNS'), ('canvas', 'VBP')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('nothing', 'NN')]","[('exams', 'NNS')]","[('neutral', 'JJ')]"
"[('read', 'NN'), ('advance', 'NN'), ('topic', 'VBD'), ('next', 'JJ'), ('meeting', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('prepared', 'JJ')]","[('read', 'NN'), ('advance', 'NN')]","[('active', 'JJ'), ('face', 'NN'), ('face', 'NN')]"
"[('mudyols', 'NNS')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('understand', 'NN'), ('lesson', 'NN')]","[('deadline', 'NN'), ('task', 'NN')]","[('use', 'NN'), ('canvas', 'NN'), ('exams', 'NNS'), ('specially', 'RB'), ('math', 'VBP'), ('subjects', 'NNS'), ('lot', 'NN'), ('conflicts', 'NNS')]"
"[('recap', 'NN'), ('past', 'IN'), ('lesson', 'NN')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN')]","[('internet', 'NN'), ('connection', 'NN'), ('school', 'NN')]","[('train', 'NN'), ('professor', 'NN'), ('use', 'NN'), ('canvas', 'NN')]"
"[('neutral', 'JJ')]","[('easy', 'JJ'), ('accesse', 'NN')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('accessible', 'JJ')]","[('neutral', 'JJ')]","[('improve', 'VB'), ('wifi', 'NN'), ('connection', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
"[('easy', 'JJ'), ('access', 'NN'), ('modules', 'NNS'), ('future', 'JJ'), ('reviews', 'NNS'), ('uses', 'NNS')]","[('deadlines', 'NNS')]","[('monitor', 'NN'), ('assigned', 'VBD'), ('task', 'NN'), ('students', 'NNS')]"
"[('none', 'NN')]","[('none', 'NN')]","[('none', 'NN')]"
"[('neutral', 'JJ')]","[('neutral', 'JJ')]","[('neutral', 'JJ')]"
